cheonsu,chơn-xu
doksal,đốc-xan
behind,bi-hain
meter,mết
whisky,uýt-ki
heineken,hai-nê-ken
noel,nô-en
spotify,xpô-ti-phai
netflix,nét-phlích
denise,đê-ni-xơ
sandquist,xan-quýt
free,phờ-ri
port,pọt
batam,ba-tam
bintang,bin-tang
clark,clắc
subic,xu-bích
klang,clăng
jebel,giê-ben
ali,a-li
colon,cô-lông
panama,pa-na-ma
changi,chang-gi
principles,prin-xi-pờ
rules,ru
total,tô-tan
energies,ê-nơ-gi
carrefour,ca-re-phua
auchan,ô-sần
pass,pát
angkor,ăng-co
deloitte,đê-loi
berlin,béc-lin
yoshua,yô-su-a
bengio,ben-gi-ô
fold,phôn
mind,main
protein,prô-tê-in
axit,a-xít
amin,a-min
alignment,a-lai-mần
problem,prô-blầm
anthropologists,an-thrô-pô-lô-gít
data,đa-ta
scientist,xai-ân-tít
techsphere,tếch-xphi-ơ
tech,tếch
society,xô-xai-ơ-ti
kari,ca-ri
alanko,a-lan-cô
transparency,tran-pa-rân-xi
tik,tíc
tok,tốc
tube,túp
instagram,in-xta-gram
infinite,in-phi-nít
scrolling,xcrô-lin
fear,phi-ơ
missing,mít-sinh
viral,vai-rồ
byte,bai
dance,đan
pew,piu
shorts,sót
reels,rin
clip,clíp
report,ri-pọt
application,áp-pli-kê-xần
leave,líp
khor,kho
creek,críc
bur,bu
deira,đê-ra
business,bi-zi-nét
burj,bua
khalifa,kha-li-pha
water,ua-tơ
canal,ca-nan
mubarraz,mu-ba-rát
cacbonat,các-bo-nát
msl,em-ét-en
palm,pam
islands,ai-lần
yas,y-át
abu,a-bu
dhabi,đa-bi
calcareous,ca-ca-ri-ớt
sand,xan
silica,xi-li-ca
relative,rê-la-típ
density,đen-xi-ti
sediment,xê-đi-mần
basin,bê-xin
lagoon,la-gun
porous,po-rớt
baffles,báp-phờ
geotextile,giô-tếch-xtai
tubes,túp
belt,ben
press,prét
dewatering,đi-ua-tơ-ring
iran,i-ran
tango,tan-gô
george,gioóc
black,blắc
geoge,gioóc
lady,lê-đi
borton,bo-tần
long,lon
reckoning,rếch-cô-ning
story,sto-ri
war,quơ
peace,pít
redemption,ri-đem-xần
thomas,tô-mát
jefferson,giép-phơ-xần
paul,pô
hendrickson,hen-đrích-xơn
transit,tran-xít
oriented,ô-ri-en-tịt
development,đi-vê-lốp-mần
latin,la-tinh
colombia,cô-lôm-bi-a
bogota,bô-gô-ta
fran,phờ-răng
grin,grin
geneve,giê-ne-vơ
davos,đa-vốt
giaxung,gia-xung
song,xông
geun, ge-un
cheorwon,cho-uôn
gangwon,gang-uôn
won,uôn
yeoncheon,diên-cho-uôn
saemaul-undong,xê-mau-un-đông
brisbane,brít-bần
affordable,ơ-pho-đơ-bờ
housing,hau-zing
ombudsman,ôm-bút-mần
deal,điêu
stanford,xtan-phốt
campus,cam-pớt
sammuelson,xa-miu-ên-xơn
hanbok,han-bốc
joseon,chô-xơn
set,xét
hwangjisa,hoang-gi-xa
jeju,giê-chu
vongtrong,vòng-trọng
essex,ê-xếch
illegal,i-li-gần
norms,nom
hacker,hắc-cơ
kaspersky,ca-péc-xki
ransomware,ran-xơm-ue
fortinet,pho-ti-nét
botnets,bốt-nét
exploits,ếch-pờ-loi
cisco,xích-cô
weakest,uých-kít
kevin,ke-vin
mitnick,mít-ních
motorola,mô-tô-rô-la
microsystems,mai-crô-xí-xtầm
fujitsu,phu-gít-xu
best,bét
practice,prắc-tích
bruce,bru-xơ
schneier,nây-ơ
security,xê-cu-ri-ti
process,pro-xét
not,nót
product,prô-đắc
rene,rê-nê
descartes,đê-cát
cogito,cô-gi-tô
ergo,éc-gô
higher,hai-ơ
cognitive,cóc-ni-típ
thinking,thinh-king
slide,xlai
buzz,bớt
feed,phít
point,poin
need,nít
economica,ê-cô-nô-mi-ca
deglobalization,đi-glô-ba-lai-zê-xần
caixin,thái-xin
sentosa,xen-tô-xa
pasir,pa-xi
panjang,pan-giang
nihon,ni-hôn
laem,lam
chabang,cha-bang
busan,bu-xan
phnom,phờ-nôm
penh,pênh
pattaya,pát-ta-ya
bali,ba-li
in-person,in-pơ-xần
transaction,tran-giắc-xần
merchant,mơ-chần
machine,ma-xin
nauy,na-uy
mastercard,mát-tơ-các
goldman,gôn-mần
sachs,xắc
bard,bát
larry,la-ri
elliott,ê-li-ớt
guardian,ga-đi-ần
economic,i-cô-nô-mích
forum,pho-rum
cafe,ca-phê
johannesburg,giô-han-ne-buốc
cairo,cai-rô
too,tu
true,tru
bond,bon
sydney,xít-ni
melbourne,men-bơn
james,giêm
cook,cúc
aristotle,a-rít-tốt
letchworth,lết-uốt
welwyn,oen-uyn
billiards,bi-a
soup,xúp
peter,pi-tơ
gray,grê
giving,ghi-vinh
gallup,ga-lúp
kenya,kê-ni-a
hyper,hai-pơ
focus,phô-cớt
blog,blốc
ting,tinh
nicholas,ni-cô-lát
carr,ca
airbus,e-bớt
louvre,lu-vơ
legal,li-gần
conflicts,con-phlích
gaps,gáp
napoleon,na-pô-lê-ông
jesus,giê-xu
consumer,con-xiu-mơ
price,prai
spyce,xpai
pad,pát
eleven,i-lê-vần
labs,láp
translate,tran-xlết
namquan,nam-quan
oxford,ốc-phốt
audi,ao-đi
skysphere,xcai-xphi-ơ
ecuador,ê-cu-a-đô
toquila,tô-ki-la
pile,pi-lê
william,uy-li-âm
playford,pờ-lây-phốt
cambridge,cam-brít
espresso,ét-pre-xô
barista,ba-rít-ta
rio,ri-ô
janeiro,gia-nê-rô
integrated,in-tê-grê-tịt
coastal,cốt-tờ
zone,giôn
management,ma-nát-mần
electricity,i-lếch-tri-xi-ti
intensity,in-ten-xi-ti
kilowatt,ki-lô-oát
blackpink,blắc-pinh
fan,phan
moral,mo-rần
panic,pa-ních
walter,oan-tơ
benjamin,ben-gia-min
k-pop,ca-póp
louis,lu-i
vuitton,vu-i-tông
itzy,ít-zi
burberry,bơ-bơ-ri
aespa,ét-pa
givenchy,gi-văng-chi
fandom,phan-đầm
coca,cô-ca
cola,cô-la
sigmund,xích-mần
freud,phờ-roi
fyodor,phi-ô-đô
dostoevsky,đố-tôi-ép-xki
anton,an-tôn
chekhov,chê-khốp
friedrich,phờ-rít-trích
schiller,xi-lơ
chimie,xi-mi
biologie,bi-ô-lô-gi
pre,pri
med,mét
pre-med,pri-mét
thaksin,thắc-xin
shinawatra,xi-na-oát
ayuth,a-dút
sintoppant,xin-tốp-pan
wissanu,uýt-xa-nu
kreangam,cre-ăng-gam
move,múv
forward,pho-uốt
pita,pi-ta
limjaroenrat,lim-gia-rơn-rát
srettha,xrét-tha
thavisin,tha-vi-xin
paetongtarn,pe-tong-tan
post,pốt
jong-un,giông-un
shoigu,xôi-gu
sergey,xéc-gây
vladimir,vờ-la-đi-mia
putin,pu-tin
kang,khang
sun-nam,xun-nam
reuters,roi-tơ
greenpeace,grin-pít
sunak,xu-nắc
twitter,tuýt-tơ
rishi,ri-si
yorkshire,yoóc-sai
downing,đao-ninh
theresa,tê-rê-xa
gov,góp
voskres,vốt-cre-xen
kofman,cốp-mần
insider,in-xai-đơ
kiev,ki-ép
moskva,mát-xcơ-va
odessa,ô-đét-xa
oniks,ô-ních
kalibr,ca-líp
iskander,ít-can-đơ
spaso,xpa-xô
preobrazhenskyi,prê-ô-bra-zhen-xki
zelensky,zê-len-xki
crimea,cri-mê
novosti,nô-vốt-ti
sicily,xi-xi-li
sardinia,xác-đi-ni-a
madrid,ma-đrít
guardiancho,ga-đi-ần-cho
cerberus,xéc-be-rớt
charon,ca-rông
slovakia,xlô-va-ki-a
venezuela,vê-nê-zu-ê-la
nicolas,ni-cô-lát
maduro,ma-đu-rô
delcy,đen-xi
rodriguez,rô-đri-ghét
kremlin,crem-lin
dmitry,đơ-mi-tri
peskov,pét-cốp
algeria,an-giê-ri
lavrov,la-vờ-rốp
pavel,pa-ven
knyazev,cơ-ni-a-zép
wagner,oác-nơ
yevgeny,diê-vờ-ghê-ni
prigozhin,pri-gô-zhin
aspen,át-pần
washington,oa-sinh-tơn
burns,bơn
richard,ri-chát
moore,mu-ơ
rostov-on,rốt-tốp-on
lukashenko,lu-ca-xen-cô
andrey,an-đrây
troshev,trô-xép
afghanistan,áp-ga-ni-xtan
chechnya,chéc-ni-a
hill,hiu
trump,trăm
donald,đô-nan
mar-a,ma-ra
lago,la-gô
manhattan,man-hát-tần
mary,me-ri
cord,cọt
barack,ba-rắc
obama,ô-ba-ma
guglielmi,gu-li-ên-mi
jonathan,giô-na-than
wackrow,oắc-rô
teneo,tê-nê-ô
risk,rích
chuck,chắc
rosenberg,rô-xen-bớc
nancy,nan-xi
gertner,gớt-nơ
bedminster,bét-min-xtơ
gabriel,ga-bri-en
del,đen
barrio,ba-ri-ô
almeria,an-mê-ri-a
andalusia,an-đa-lu-xi-a
sahara,xa-ha-ra
teresa,tê-rê-xa
ribera,ri-bê-ra
juan,hu-an
antonia,an-tô-ni-a
merlos,mê-lốt
velez,vê-lết
blanco,blan-cô
vel,ven
oregon,o-rê-gần
yuzo,yu-zô
yoshioka,yô-si-ô-ca
portland,pót-lần
arissa,a-ri-xa
jean,gin
minyonne,min-yôn
robinson,rô-bin-xơn
masaki,ma-xa-ki
shiga,xi-ga
kate,kết
brown,brao
kyodo,ky-ô-đô
independent,in-đi-pen-đần
niger,ni-giê
bazoum,ba-zum
mohamed,mô-ha-mét
amadou,a-ma-đu
abdramane,áp-đra-man
jake,giếch
sullivan,xu-li-vần
andrew,an-đru
mitchell,mít-chen
mamadou,ma-ma-đu
tandja,tan-gia
mali,ma-li
nigeria,ni-giê-ri-a
bulat,bu-lát
staromayorskoye,xta-rô-may-o-xcôi
donetsk,đô-nét
zaporizhzhia,za-pô-ri-zi-a
urozhaynoye,u-rô-zhai-nôi
staromlynovka,xta-rôm-li-nốp-ca
dub,đúp
orekhov,ô-rê-khốp
guterres,gu-tê-rét
antonio,an-tô-ni-ô
rosselkhozbank,rốt-xen-khốt-banh
istanbul,i-xtan-bun
ngacho,nga-cho
rome,rôm
barbara,bác-ba-ra
woodward,út-uốt
volodymyr,vô-lô-đi-mia
anatoly,a-na-tô-li
antonov,an-tô-nốp
alex,a-lếch
huang,hoang
taipei,đài-bắc
alain,a-lan
ivan,i-van
pavlenko,pa-vờ-len-cô
yaroslav,ya-rô-xláp
kalinin,ca-li-nin
infozahyst,in-phô-za-hít
bryan,brai-ần
hudson,hắt-xơn
zhitel,zhi-ten
withington,uýt-thinh-tần
hun,hun
sen,xen
eysan,ây-xan
manet,ma-nết
say,xây
chhum,chum
preobrazhensky,prê-ô-bra-zhen-xki
kerch,kéc
mykolaiv,mi-cô-la-íp
transnistria,tran-ní-xtri-a
moldova,môn-đô-va
alaska,a-lát-xca
dan,đan
lisa,li-xa
murkowski,mư-cốp-xki
aleutian,a-liu-xần
pengyu,pêng-yu
travis,tra-vít
king,kinh
karine,ca-rin
pierre,pi-e
moo-jin,mu-gin
charles,sác-lơ
jenkins,gien-kin
andrei,an-đrây
lankov,lan-cốp
stimson,xtim-xơn
tae,tê
yong-ho,yông-hô
annapolis,an-na-pô-lít
vienna,vi-ên
virginia,vi-gi-ni-a
joe,giô
biden,bai-đần
yoon,yun
suk-yeol,xúc-diên
pytikhatki,pi-ti-khát-ki
rostislav,rốt-xti-xláp
zhuravlev,zhu-ráp-li-ếp
konstantin,côn-xtan-tin
mikhalchevsky,mi-khal-chép-xki
flycam,phờ-lai-cam
roman,rô-mần
polshakov,pôn-xa-cốp
izvestia,i-vết-ti-a
kuzmin,cu-min
shikov,xi-cốp
maria,ma-ri-a
zakharova,za-kha-rô-va
zvezda,zơ-vết-đa
khanun,kha-nun
sok,xốc
norodom,nô-rô-đôm
chakravuth,cha-cra-vút
campuchia,cam-pu-chia
preah,pờ-ri-a
vihear,vi-hi-a
zhang,trương
chengying,trình-dĩnh
double,đắp-bờ
kids,kít
xiaotong,hiểu-đồng
yuan,nguyên
yun,vân
chen,trần
weimin,vĩ-minh
nankai,nam-khai
facekini,phây-ki-ni
polyester,pô-li-ét-tơ
dong,đông
wei,vây
wang,vương
china,chai-na
insights,in-xai
tmall,ti-mâu
paper,pê-pơ
balakrishnan,ba-la-crít-nan
maxwell,mắc-xoen
center,xen-tơ
vivian,vi-vi-ần
appam,áp-pầm
sri,xri
lanka,lan-ca
singaporecoi,xin-ga-po-coi
joseph,giô-xép
pelosi,pê-lô-xi
anwar,an-oa
ibrahim,i-bra-him
azizah,a-zi-za
binti,bin-ti
ismail,ít-mai
zambry,zam-bri
abdul,áp-đun
kadir,ca-đia
tengku,teng-cu
zafrul,za-phrun
aziz,a-zít
dato,đa-tô
tan,tan
mikhail,mí-khai
mishustin,mi-su-xtin
khixung,khi-xung
kyrgyzstan,ki-ri-gi-xtan
afrique,a-phờ-rích
media,mi-đi-a
faustin,phốt-xtần
archange,ác-khan-giơ
touadera,tu-a-đê-ra
libya,li-bi
sudan,xu-đăng
burkina,bu-ki-na
faso,pha-xô
abdourahamane,áp-đu-ra-ha-man
tchiani,chi-a-ni
niamey,ni-a-mê
sahel,xa-hen
bialowiezakhi,bi-a-lô-vi-ê-za-khi
warsaw,oóc-sa-va
minsk,min-xcơ
mateusz,ma-tê-út
morawiecki,mô-ra-vi-ếch-ki
kirby,cơ-bi
loantrong,loan-trọng
reaper,ríp-pơ
politico,pô-li-ti-cô
igor,i-go
girkin,ghia-kin
